Random waveform, supplied seed
Total number of intervals = 100 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237)
Average QPS expected = 93343
Timestamp start: 1747206124102
Timestamp end: 1747207124347

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      210.2    89.4    59.1   105.4   115.5   198.8   248.1   270.7   285.0   300.1   318.0   343.9   397.4   494.6  1718.7  72619.8    72585
read      208.2    96.9    54.7   110.4   121.3   189.3   230.6   256.1   274.2   294.8   318.8   353.5   427.1   717.8  3132.5 133740.2   133669
read      194.6    63.6    63.8   113.8   130.9   195.4   212.8   222.0   228.7   235.4   247.2   264.3   304.4   908.5  2042.8  11853.5    11820
read      195.3    62.6    59.1   113.4   130.4   197.2   214.2   223.1   229.5   235.9   247.3   263.3   296.8   900.8  2000.5  12684.0    12639
read      205.0    95.8    59.1   107.0   117.3   185.7   229.9   256.8   275.2   295.2   318.1   350.1   417.6   605.4  2544.0 118529.3   118548
read      244.0   104.7    63.8   129.8   145.4   228.6   270.1   293.7   311.1   331.7   358.8   400.9   506.3   829.0  2946.7 165946.0   165754
read      207.9    95.5    59.1   104.8   114.7   191.7   242.3   267.8   283.7   300.5   319.6   346.9   403.9   536.4  2392.8  86754.7    86823
read      201.8    67.8    63.8   115.2   131.0   204.2   223.1   232.5   239.6   248.5   259.2   275.0   314.3   867.3  2147.4  16964.9    16898
read      207.2    96.8    59.1   108.7   119.1   187.9   231.3   257.9   276.2   296.5   319.9   354.0   426.2   650.7  2006.3 123051.0   123124
read      210.2    86.0    59.1   105.3   115.4   199.6   248.7   270.4   284.4   299.1   316.8   342.4   396.5   511.3  1970.1  72538.2    72278
read      215.1    80.4    63.8   110.3   121.4   217.5   252.8   268.8   279.4   291.3   306.1   326.8   370.3   455.1  1491.0  47824.3    47757
read      213.0    84.6    59.1   107.7   118.1   208.6   252.4   271.2   283.6   296.5   313.2   337.1   384.6   473.7  2479.3  60365.7    60510
read      208.8    66.8    63.8   115.2   128.8   213.0   235.1   246.8   254.2   264.1   274.4   292.9   333.1   556.1  1301.6  25294.9    25237

Total QPS = 93338.4 (93338424 / 1000.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 23054591222 bytes :   22.0 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.87%,34.00%,100.00%
